Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
"74.405.372.570.768,00","5.623.071.764.960.880,00","5.546.842.196.035.340,00",2.43,"2.830.492.386.190.230,00","9.133.970.868.819.000,00","8169 Benjamin Shore Suite 064
Moniqueport, TN 52966"
"7.107.479.940.728.460,00","6.807.573.256.887.580,00","7.290.495.553.164.350,00",5.28,"44.214.493.636.411.800,00","16.134.142.330.507.200,00","USCGC Adams
FPO AA 27566"
"7.786.451.480.385.870,00","51.199.410.493.697.400,00","6.929.686.494.751.390,00","43.924,00","2.520.042.394.520.400,00","9.285.638.215.523.720,00","1217 Zachary Fort Suite 014
Jamesmouth, MN 35838"
"7.069.237.298.794.960,00","39.094.327.089.409.900,00","77.634.536.540.400.100,00",4.36,"31.027.505.829.300.200,00","9.946.544.094.247.860,00","796 Swanson Summit
Maciasburgh, MI 07290-1585"
"7.275.056.472.715.380,00","5.904.146.626.550.640,00","7.308.664.006.081.310,00","43.893,00","4.513.465.342.367.840,00","14.341.442.608.724.600,00","93684 Christensen Street
Boyleburgh, PR 71060-9687"
"7.648.358.550.912.980,00","5.232.203.992.878.080,00","5.458.379.948.588.000,00","43.832,00","5.473.792.663.560.870,00","13.827.873.245.131.200,00","9653 Rush Cliffs Suite 130
Caldwellside, PR 40207-1379"
"7.440.169.918.132.530,00","5.264.487.765.443.880,00","54.164.102.732.636.900,00",2.16,"26.015.383.837.737.100,00","9.625.916.565.767.030,00","1676 Mitchell Islands Suite 477
Leeport, VT 34881"
"5.937.844.837.955.440,00","6.905.366.780.145.840,00","7.085.086.291.180.760,00",3.34,"4.330.635.041.882.620,00","13.735.285.581.959.200,00","09568 Rose Pines
Christopherbury, KY 47865-6077"
"8.469.177.031.334.620,00","6.733.798.591.012.120,00","76.240.947.237.631.100,00",5.19,"222.167.872.138.108,00","15.586.398.810.308.000,00","1470 Evans Land Suite 860
Thompsonville, TN 61743"
"6.683.230.744.829.750,00","7.374.954.969.081.680,00","5.793.589.811.958.590,00","44.045,00","41.344.520.604.024.200,00","15.338.158.823.021.600,00","2694 Morgan Ranch Apt. 885
West Matthew, IL 77377-2143"
"819.478.383.197.255,00","74.700.632.353.045.500,00","61.229.088.183.623.900,00",2.41,"43.487.577.119.863.100,00","17.917.712.892.400.300,00","7759 Logan Trace Suite 136
Deborahberg, LA 43737"
"6.834.225.967.172.420,00","6.464.507.574.288.960,00","7.459.323.350.468.400,00",5.27,"3.453.072.763.209.260,00","12.749.836.480.731.400,00","1147 Chan Park Suite 914
West Scottland, OH 25204-1523"
"5.294.173.085.156.480,00","606.437.425.752.149,00","67.187.193.079.202.800,00","43.865,00","5.429.476.621.180.720,00","11.764.379.189.888.700,00","1231 Jane Avenue Apt. 902
South Anne, NH 48392-1831"
"817.857.126.551.188,00","4.521.073.950.673.530,00","68.478.542.156.745.600,00",3.17,"5.671.206.901.590.770,00","1.530.172.524.842.180,00","11947 Watson Village Suite 760
New Brettside, MD 61704"
"9.449.438.434.905.300,00","7.240.433.776.052.010,00","6.700.315.713.179.890,00","44.168,00","31.307.521.496.904.400,00","18.258.582.550.705.300,00","643 Stephen Circle
North Kennethton, NH 45233"
"6.817.740.477.257.090,00","64.633.622.712.017.600,00","5.625.555.163.742.820,00",3.48,"23.835.286.449.180.700,00","9.745.999.587.641.740,00","494 Tiffany Loaf
South Chelsea, RI 85200-8345"
"6.589.344.773.400.540,00","4.968.478.882.818.480,00","6.665.318.115.218.200,00","43.834,00","2.817.379.002.176.350,00","856.261.615.200.036,00","2525 Alexandria Flats Apt. 039
South Angela, LA 23518-9870"
"7.179.386.826.126.350,00","7.328.201.438.630.200,00","74.223.047.516.577.700,00","44.049,00","5.327.279.246.915.350,00","19.035.330.843.493.900,00","9173 Jessica Harbors Apt. 388
East Dalton, OR 42003"
"9.086.487.746.126.460,00","4.840.861.723.152.550,00","7.345.925.208.364.570,00","43.835,00","3.918.303.227.726.850,00","16.296.405.300.674.900,00","851 Adams Points Apt. 622
West Michael, NE 23572"
"6.203.498.064.113.200,00","58.254.331.405.845.100,00","7.878.756.751.025.510,00",4.29,"2.919.400.406.742.970,00","1.192.672.333.818.040,00","220 Lucero Plaza Suite 571
Leeside, MD 10820-0662"
"75.545.627.325.119,00","5.586.017.083.259.400,00","5.929.137.507.838.830,00",4.26,"32.614.317.743.676.200,00","1.068.856.226.748.250,00","108 Kayla Extensions Suite 007
Port Bethview, IA 58845"
"7.485.273.537.989.280,00","705.215.831.333.809,00","8.433.007.791.166.270,00",6.29,"2.612.066.089.407.070,00","15.358.448.961.570.100,00","96897 Eric Inlet
Vincentville, ME 10210"
"6.230.311.301.782.890,00","52.317.324.114.755.900,00","8.454.274.609.002.010,00","43.954,00","33.711.724.840.987,00","10.331.553.294.570.000,00","522 Keith Spur Suite 131
New Matthew, AR 03859-5547"
"7.148.103.492.571.930,00","5.188.491.937.071.280,00","7.152.361.080.584.610,00",4.32,"4.524.617.410.290.090,00","15.300.134.488.713.200,00","Unit 1267 Box 3271
DPO AA 39196-7180"
"8.048.487.001.402.770,00","4.509.879.994.172.190,00","5.771.422.322.397.380,00","43.892,00","2.807.697.938.356.450,00","1.131.225.759.703.260,00","785 Chelsea Ridge Apt. 995
West Jennifermouth, WA 94552"
"8.443.167.330.507.900,00","44.383.242.854.879.900,00","7.793.078.979.101.660,00",3.27,"26.124.407.157.525.300,00","1.347.225.944.669.630,00","2462 Brewer Gateway Suite 655
Vasquezbury, HI 84517"
"5.570.735.382.268.430,00","4.416.729.234.740.730,00","6.756.375.841.880.500,00",4.25,"2.258.857.753.839.540,00","6.767.387.155.452.120,00","944 Miller Bridge Suite 519
West Brooke, GU 62116-4522"
"8.102.301.749.248.440,00","6.512.186.978.482.930,00","5.656.993.706.465.870,00",2.36,"3.050.164.781.892.760,00","1.437.755.771.785.720,00","4328 Denise Landing
New Christopher, IL 59664-4530"
"7.246.608.059.392.820,00","5.831.390.666.576.380,00","5.670.832.930.480.920,00","43.832,00","12.113.114.740.200.600,00","7.447.419.092.512.460,00","5149 Brandon Divide
Millerport, AL 21191-6192"
"7.166.329.801.005.660,00","60.070.889.503.888.500,00","6.710.290.607.680.120,00","43.863,00","35.315.030.352.393.600,00","12.306.289.859.625.200,00","3862 Caldwell Estates
Floresburgh, WV 75010-7415"
"8.188.160.722.942.600,00","5.254.398.750.802.530,00","8.952.151.663.583.700,00",4.49,"62.340.640.003.792.400,00","19.761.700.894.339.300,00","62924 Nelson Mountains Suite 665
East Darlene, AL 82461-7228"
"854.804.372.843.538,00","27.972.149.539.129.300,00","518.456.892.281.346,00",4.19,"4.750.880.533.994.490,00","10.338.646.352.881.900,00","406 Webb View Suite 914
Port Billy, ME 16909"
"63.753.864.240.259.600,00","811.233.618.887.564,00","7.694.744.788.921.250,00",6.35,"313.476.897.841.708,00","15.585.722.432.714.600,00","9831 Miller Knolls Apt. 664
New Meganshire, KY 50155"
"56.935.329.957.326.400,00","6.489.971.718.207.160,00","6.234.253.208.739.390,00",4.19,"32.965.935.286.347.000,00","8.491.808.459.937.090,00","495 Waters Falls Apt. 676
Anthonyland, AZ 77516-0465"
"6.651.388.444.791.960,00","6.778.403.879.641.030,00","8.044.496.680.112.670,00",4.49,"5.727.485.885.269.860,00","7.176.615.560.232.050,00","681 James Port
Port Audrey, HI 82392-5376"
"7.255.453.595.200.950,00","5.443.881.966.120.500,00","6.822.376.992.342.060,00","44.078,00","3.624.940.582.648.550,00","11.870.909.480.935.700,00","26558 Jessica Creek Suite 912
Marshalltown, SC 37598-0862"
"6.995.675.188.256.100,00","4.982.101.501.151.520,00","78.607.184.924.892.500,00",3.17,"3.514.816.490.979.570,00","13.269.467.250.139.400,00","USNS Anderson
FPO AP 25685-4457"
"6.512.670.304.965.050,00","414.506.888.123.722,00","7.316.436.478.746.630,00","43.955,00","47.258.759.925.437.100,00","12.457.850.509.590.900,00","5471 Fuentes Wells Suite 030
Port Charles, NJ 67833"
"7.127.084.203.333.050,00","5.425.916.411.662.370,00","7.691.914.338.668.770,00",6.28,"40.130.807.938.360.900,00","13.318.974.568.409.500,00","5123 Jonathan Trail Suite 532
West Micheal, WY 72230-4641"
"5.912.412.487.855.770,00","6.420.174.476.892.920,00","8.016.993.185.161.070,00",4.49,"3.644.299.498.256.360,00","14.723.376.992.163.100,00","6786 Vance Manors
Turnerton, AR 10936-6251"
"55.383.023.776.905.700,00","70.986.419.283.793.700,00","8.120.947.999.619.910,00",5.48,"3.610.636.885.705.100,00","11.302.212.976.257.100,00","421 Hunter Oval
Glennport, NV 51166-5572"
"5.251.284.234.471.120,00","7.371.844.252.375.970,00","6.219.345.209.843.110,00",3.35,"25.943.077.603.468.000,00","9.074.624.512.020.180,00","6831 Bailey Hollow
Estesland, UT 59729"
"7.705.018.055.768.280,00","6.286.364.384.350.490,00","59.483.920.944.663.300,00","43.955,00","47.171.910.300.609.500,00","15.818.174.067.967.100,00","88791 Richards Parkway
Shirleyborough, AK 40270-8587"
"7.326.790.029.109.760,00","5.805.220.326.458.610,00","7.384.763.646.325.800,00",4.48,"4.467.446.711.336.020,00","14.415.768.467.606.500,00","23912 Sarah Fort
Sharpborough, NE 41950"
"58.585.096.019.171.100,00","6.421.532.074.726.380,00","56.137.524.429.225.300,00",3.36,"28.026.782.883.795.900,00","8.202.503.894.658.080,00","537 Aaron Streets Suite 331
New Cynthiamouth, PA 53151"
"7.277.016.685.595.050,00","7.680.416.376.908.750,00","63.876.937.404.859.200,00","43.955,00","213.570.365.293.515,00","12.934.617.978.863.800,00","58915 Jason Green
Port Kimberly, MO 60047-2438"
"7.020.360.017.692.930,00","5.148.301.395.569.420,00","5.573.351.069.287.430,00","43.833,00","40.588.573.105.287.600,00","12.881.226.243.460.500,00","66113 Patricia Stream Apt. 278
New Traci, TN 31867"
"7.584.148.726.093.690,00","6.229.226.567.729.600,00","6.048.691.881.169.560,00","44.076,00","4.864.180.172.229.320,00","1.361.007.561.847.110,00","Unit 9384 Box 8982
DPO AP 02784"
"7.367.940.405.854.090,00","4.819.569.566.680.630,00","56.617.595.091.426.200,00",4.33,"427.342.432.838.673,00","10.844.270.929.103.100,00","845 Scott Rest Apt. 003
Lake Jeremy, OH 27354"
"7.292.896.580.940.750,00","7.777.005.685.218.780,00","6.114.027.235.581.550,00",2.46,"3.872.804.346.170.680,00","16.380.945.378.479.600,00","849 Amanda Lights Suite 828
South Christopherside, OK 55747"
"6.444.881.993.659.120,00","5.915.846.068.007.850,00","7.773.270.475.028.060,00","44.080,00","21.240.152.899.528.000,00","11.974.373.440.681.100,00","971 Jack Greens Apt. 617
North Megan, ME 65020-9644"
"5.265.265.233.564.080,00","5.688.943.049.287.560,00","7.217.268.471.783.120,00","43.986,00","3.477.658.590.650.390,00","928.210.761.532.312,00","487 Williams Bypass Apt. 710
Jeffreyshire, MS 80188-1082"
"7.848.222.889.344.790,00","7.030.043.245.819.600,00","6.641.954.184.538.060,00",3.33,"28.452.314.843.013.100,00","13.676.199.234.428.800,00","130 Gibbs Forest
Taylortown, KY 75940"
"6.839.836.246.469.940,00","6.602.187.412.968.600,00","6.861.369.597.506.270,00",2.37,"49.548.718.785.753.000,00","14.864.013.205.096.900,00","985 Steven Mount
Kerrbury, MO 43116"
"7.392.163.556.165.790,00","7.543.491.993.836.150,00","58.807.532.343.071.900,00","43.923,00","3.626.923.295.390.630,00","15.555.103.797.599.000,00","59460 Brian Trace Suite 059
Brownburgh, NE 85363-0027"
"7.116.238.124.480.440,00","66.842.233.133.617.800,00","72.239.214.506.209.900,00","43.924,00","3.913.455.477.485.720,00","14.342.403.558.561.000,00","4619 Angela Rest Apt. 586
Paulport, IL 15870"
"6.126.967.441.428.630,00","5.422.936.007.714.290,00","7.724.147.820.584.940,00","44.170,00","36.337.755.248.546.100,00","9.817.850.591.534.550,00","300 Michael Pass
East Sabrina, NH 85828"
"7.517.500.475.810.410,00","5.806.349.903.945.220,00","5.614.777.225.168.930,00",4.13,"2.594.371.399.839.470,00","10.054.314.512.338.100,00","362 Hoffman Dale
Jameschester, OK 17902-1224"
"7.128.651.244.729.890,00","6.422.957.742.669.320,00","7.357.500.686.462.370,00","43.865,00","364.119.740.916.696,00","13.460.496.558.665.000,00","8059 Jones Run
New Kristen, MH 98525"
"52.190.967.952.943.400,00","6.443.855.516.982.200,00","6.321.704.335.702.720,00","43.984,00","39.309.464.259.172.700,00","9.423.970.664.762.190,00","57570 Thomas Junctions
East Christinafurt, TN 18120"
"8.405.443.440.392.380,00","69.764.523.459.579.400,00","6.341.021.453.631.610,00","43.924,00","38.712.707.743.076.400,00","18.127.659.573.904.200,00","0942 Jonathan Stravenue
Simsport, NH 46352-3446"
"6.901.758.124.576.930,00","5.593.646.347.753.970,00","6.504.090.907.327.940,00",4.37,"27.751.985.131.806.500,00","9.815.598.116.783.190,00","9566 Gail Lodge
Loriview, HI 24128"
"8.149.049.040.674.030,00","6.364.692.292.700.230,00","8.708.421.217.819.820,00",5.35,"5.592.808.703.546.800,00","19.145.095.209.888.000,00","66052 Lauren Club Apt. 065
Santoschester, ND 60980"
"6.927.377.543.120.210,00","4.087.470.353.312.880,00","7.284.399.324.699.220,00",5.44,"42.086.789.005.717.000,00","10.343.667.777.318.200,00","833 Patricia Village Suite 632
East Donaldfurt, WY 61109"
"8.710.651.379.693.960,00","57.847.340.990.690.600,00","7.257.371.803.467.250,00",6.34,"4.410.219.972.955.650,00","179.522.273.568.574,00","53932 Vaughn Skyway
Vincentmouth, SC 08622"
"5.982.135.629.050.550,00","5.097.871.243.822.790,00","5.330.953.290.664.880,00",3.41,"5.422.365.565.495.030,00","9.654.918.697.951.130,00","9840 Johnson Islands
East Catherinefort, KS 94625-0549"
"6.951.784.436.893.450,00","4.485.615.106.064.740,00","9.115.588.252.206.200,00","43.834,00","3.973.975.719.090.010,00","1.384.802.464.205.420,00","529 Eaton Dam Apt. 699
North Bettymouth, MD 19736-9062"
"9.535.818.055.081.630,00","5.140.235.063.072.230,00","6.611.755.918.447.130,00","43.863,00","4.975.912.781.108.080,00","19.028.145.267.963.200,00","7530 Jones Lock Apt. 143
North Tiffany, NJ 70036-7419"
"4.554.664.340.757.570,00","4.602.924.852.346.940,00","8.698.535.841.185.090,00",5.22,"3.481.067.951.323.080,00","92.383.033.486.809,00","585 Joel Cape
North Derrickmouth, AR 63296-6610"
"6.966.407.576.452.770,00","7.612.180.355.619.320,00","5.945.618.540.897.610,00",2.0,"3.701.299.343.370.270,00","10.746.468.653.873.300,00","79506 Tony Plain Apt. 264
Marcuschester, NC 40536"
"6.522.112.655.640.480,00","5.604.022.661.109.760,00","7.844.857.973.817.010,00",5.44,"3.475.293.825.023.710,00","10.692.923.268.591.400,00","9655 Nielsen Flat Apt. 350
Gabrielmouth, MA 63689-4481"
"7.445.282.103.017.720,00","5.108.147.651.853.940,00","5.456.042.406.756.650,00","43.925,00","37.298.071.476.047.200,00","10.656.791.208.029.800,00","77636 Donald Avenue Apt. 063
Lake Savannahfort, ID 71155-2535"
"6.104.628.866.100.010,00","7.105.245.344.460.870,00","4.696.139.827.911.330,00",4.49,"4.027.789.925.276.970,00","8.556.671.793.027.750,00","16718 Day Manors Suite 286
Tammyburgh, ME 13722-0046"
"6.653.759.486.820.870,00","5.613.664.581.732.940,00","65.987.932.115.123.900,00",3.48,"3.926.501.197.037.750,00","9.854.622.454.604.380,00","732 Russell Mills Apt. 132
East Sharon, CT 86455"
"6.467.575.114.172.490,00","4.367.778.620.591.270,00","5.527.813.260.365.960,00",4.38,"3.637.648.857.396.270,00","6.642.989.713.057.820,00","01823 Hughes Center Apt. 386
Brownville, HI 60561"
"56.586.129.988.001.300,00","4.939.216.005.000.760,00","8.062.721.575.421.340,00",5.19,"1.954.090.757.383.440,00","6.037.147.885.821.960,00","693 Mcdaniel Cove Apt. 320
Anthonymouth, ND 61886"
"6.614.899.082.473.620,00","724.060.785.051.492,00","687.253.996.800.482,00",3.16,"38.903.198.263.071.800,00","13.001.339.667.015.500,00","3664 Freeman Spring
North Shannonside, CA 69975-2764"
"6.271.462.369.135.870,00","5.421.296.392.688.240,00","7.365.242.715.162.330,00",4.17,"40.082.663.105.865.200,00","10.953.917.986.012.500,00","691 Owens Place Suite 026
Edwardschester, IL 97095-0081"
"7.349.059.998.047.860,00","6.352.098.251.388.750,00","6.578.461.831.284.290,00","43.984,00","52.452.079.104.476.800,00","13.577.979.095.238.800,00","4924 Kristie Light
Julieview, MD 19536-5864"
"51.858.904.277.678.100,00","56.288.806.217.685.400,00","7.230.377.999.165.630,00",3.45,"28.593.879.678.942.000,00","7.307.394.189.500.830,00","Unit 9410 Box 6454
DPO AP 75022-1625"
"6.748.141.473.755.350,00","6.827.844.193.239.850,00","8.136.066.909.827.820,00",6.26,"18.846.254.493.983,00","1.115.627.780.349.520,00","7456 Dunn Freeway
Port Angel, NC 34615-6405"
"7.449.767.307.720.630,00","61.660.264.433.542.000,00","8.142.657.828.317.710,00","43.834,00","2.816.045.753.523.580,00","12.047.530.020.550.100,00","03161 Lori Meadows Suite 563
Andersonfurt, MT 47363"
"7.007.350.299.253.470,00","5.887.433.136.023.000,00","7.222.302.023.818.640,00",5.14,"40.109.829.547.786.500,00","14.415.268.367.587.900,00","3670 Edward Prairie
Amandafurt, NV 40043-0962"
"8.645.898.085.613.900,00","4.555.122.989.826.210,00","8.280.668.940.285.670,00",6.27,"22.321.435.160.801.800,00","13.367.433.833.950.300,00","54374 Rosario Hills Apt. 037
Alecfurt, VI 74108-3548"
"56.894.402.240.651.700,00","5.292.655.938.507.050,00","6.252.545.270.636.290,00","43.833,00","3.247.866.494.234.770,00","7.427.052.666.649.320,00","9495 Randall Forges
Port Nicholas, WA 94825"
"5.815.322.929.612.290,00","5.643.085.828.357.740,00","6.751.950.547.259.320,00",3.39,"4.575.653.195.149.890,00","11.504.389.494.932.400,00","4771 Thomas Drive Apt. 125
East Lauren, GA 99732"
"8.455.663.626.506.320,00","5.092.458.963.174.300,00","67.234.123.474.511.400,00",2.42,"31.797.317.444.101.500,00","13.268.466.987.356.900,00","97160 Tracy Junction
Erinborough, WY 73884"
"8.273.298.111.408.110,00","5.332.712.246.147.290,00","61.984.763.652.542.500,00",3.49,"4.113.652.722.099.730,00","12.526.636.213.763.200,00","0630 Wilson Shoal
North Philip, AK 91611"
"6.569.405.126.503.360,00","643.674.057.868.924,00","6.704.929.106.322.010,00",3.14,"4.340.671.203.013.220,00","13.597.626.936.754.000,00","PSC 2681, Box 5759
APO AA 82431-2879"
"7.606.135.070.947.390,00","7.148.713.116.273.870,00","75.460.659.905.166.700,00","43.896,00","4.087.696.459.463.670,00","1.778.013.334.007.150,00","04117 Bennett Greens
Gonzalezfort, NJ 86640-8362"
"6.693.547.507.577.440,00","6.376.389.684.682.550,00","8.513.825.560.276.440,00",5.47,"1.757.361.709.761.250,00","1.109.059.053.626.800,00","55454 Mary Coves Suite 114
South Jennifer, FL 24998-9703"
"7.314.851.334.204.620,00","6.480.392.099.977.350,00","4.595.996.065.830.640,00",4.39,"40.372.165.669.788.500,00","1.038.939.523.246.860,00","24144 Beth Bridge
Ryanstad, WA 53480-7998"
"7.796.122.193.450.340,00","5.043.992.564.363.080,00","6.400.131.740.541.240,00",2.33,"23.334.680.278.995.500,00","10.037.010.495.827.400,00","5071 Christopher Walks
East Michelle, DE 52994"
"6.055.324.399.681.600,00","5.527.459.816.694.020,00","7.315.695.461.099.710,00",6.43,"3.727.788.701.598.080,00","10.868.292.456.326.800,00","373 Chandler Loaf Suite 465
Baldwinfurt, AL 91590"
"7.950.039.894.566.810,00","8.554.883.547.885.870,00","6.160.047.887.139.220,00",3.29,"32.069.117.412.673.400,00","17.279.829.870.259.900,00","3622 David Junctions
Colleenfort, MP 98876-3794"
"6.323.710.994.875.620,00","4.666.786.166.171.740,00","908.657.346.564.809,00",5.17,"33.805.578.560.482.800,00","11.331.399.261.763.200,00","48850 Lauren Cape Apt. 922
Lake Stacy, AL 39607"
"7.134.872.651.800.100,00","7.844.341.416.594.450,00","6.766.797.875.602.090,00",3.45,"3.440.594.764.339.910,00","14.607.586.262.644.300,00","30135 Larry Turnpike
Averyview, VI 87254"
"7.565.477.701.606.150,00","7.077.079.395.096.080,00","6.501.047.493.209.390,00",3.15,"49.451.178.540.510.800,00","19.007.892.370.148.400,00","10911 Williams Grove
Josephtown, UT 33216-6985"
